# Location,Grand Mesa
# Site,5N19
# PitID,COGM5N19_20200128
# Date/Local Time,2020-01-28T11:27
# UTM Zone,12N
# Easting (m),743219
# Northing (m),4324260
# Slope (deg),0
# Aspect (deg),NaN
# Air Temp (deg C),NaN
# Total Depth (cm),102
# Surveyors,"K. Elder, H. Lievens"
# WISe Serial No,WIS018A
# Weather,Nice! Sunny and calm. Taken at 11:27am
# Precip,None
# Sky,Clear
# Wind,Calm
# Ground Condition,Frozen
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Height,22
# Tree Canopy,No Trees
# Comments:,"Surface temperature at 11:27am, ground temperature at 11:39am and
manual wetness at 12:13pm.           SMP collected, diagram in photo.
SSA by J. Lemmetyien"
