amplitude,coherence,phase,inc_ang,snow_depth
0.198821053295701,0.866389572620392,-8.84464836120606,0.797110974788666,0.9698947
0.198821053295701,0.866389572620392,-8.84464836120606,0.797110974788666,1.0067599
0.212009848781667,0.785662114620209,-8.84364938735962,0.799109667539597,1.0336154
0.212009848781667,0.785662114620209,-8.84364938735962,0.799109667539597,1.0436251
0.173967480209178,0.714861661195755,-8.3808650970459,0.792508274316788,1.5934298
0.173967480209178,0.714861661195755,-8.3808650970459,0.792508274316788,1.6471407
0.164677866817614,0.85144430398941,-8.89898538589478,0.794832557439804,0.93840057
0.200534785476106,0.86557999253273,-8.92159748077393,0.798836141824722,0.9698947
0.227073781420882,0.86557999253273,-8.86726045608521,0.799713641405106,1.0101779
0.216143115818039,0.852482318878174,-8.84364938735962,0.801421254873276,1.0436251
0.200688318332303,0.794207006692886,-8.84364938735962,0.800133645534515,1.2147677
0.184383109927027,0.74385216832161,-8.88232135772705,0.79893434047699,1.2801974
0.17018911242485,0.71710342168808,-8.88232135772705,0.79893434047699,1.2928927
0.213201771708156,0.768649816513062,-8.12739515304565,0.796588182449341,1.474045
0.21994146514416,0.768649816513062,-8.21944808959961,0.794573307037354,1.5934298
0.21994146514416,0.746620804071426,-8.26096630096436,0.794573307037354,1.6471407
0.156783482144236,0.85144430398941,-8.55978870391846,0.789338082075119,0.93840057
0.162743109733642,0.845899403095245,-8.9547176361084,0.796233475208283,0.9698947
0.170438647270203,0.845899403095245,-8.9547176361084,0.797637552022934,0.9698947
0.228679776191711,0.885260581970215,-8.88847732543945,0.801762700080872,1.0101779
0.216143115818039,0.852482318878174,-8.84364938735962,0.801421254873276,1.0475314
0.203233778476715,0.819704055786133,-8.80104637145996,0.802446335554123,1.2147677
0.184383109927027,0.794207006692886,-8.80104637145996,0.800482630729675,1.2928927
0.184383109927027,0.794207006692886,-8.80104637145996,0.800482630729675,1.293381
0.200375983825328,0.763819187879562,-8.10505342483521,0.798652082681656,1.3890841
0.200375983825328,0.763819187879562,-8.10505342483521,0.798652082681656,1.3998263
0.255391061306,0.800408959388733,-8.09954929351807,0.796779066324234,1.5829318
0.255391061306,0.800408959388733,-8.09954929351807,0.796779066324234,1.5843966
0.177059944247606,0.80632221698761,-8.41463422775269,0.785013884305954,0.99235564
0.156783482144236,0.812171071767807,-8.76433992385864,0.793316006660461,0.9772189
0.156783482144236,0.812171071767807,-8.76433992385864,0.793316006660461,0.9698947
0.200534785476106,0.86557999253273,-8.92159748077393,0.800564110279083,0.94963104
0.200534785476106,0.86557999253273,-8.92159748077393,0.800564110279083,0.9554904
0.216143115818039,0.852482318878174,-8.82465744018555,0.803734093904495,1.0475314
0.216143115818039,0.852482318878174,-8.82465744018555,0.803734093904495,1.1512911
0.177413930853231,0.819704055786133,-8.75252103805542,0.803317993879318,1.2928927
0.177413930853231,0.819704055786133,-8.75252103805542,0.803317993879318,1.293381
0.147652567674918,0.775095880031586,-8.51760768890381,0.802914083003998,1.3014376
0.147652567674918,0.775095880031586,-8.51760768890381,0.802914083003998,1.3231661
0.205392122268677,0.834969758987427,-8.22070074081421,0.80252206325531,1.349045
0.205392122268677,0.834969758987427,-8.22070074081421,0.80252206325531,1.3890841
0.23412314945898,0.800408959388733,-8.19402742385864,0.80104786157608,1.5028536
0.23412314945898,0.800408959388733,-8.19402742385864,0.80104786157608,1.5829318
0.177059944247606,0.817685425281525,-8.42880773544312,0.785373151302338,1.0580294
0.156783482144236,0.80632221698761,-8.55978870391846,0.789338082075119,1.0580294
0.144898413523098,0.767048984766007,-8.743004322052,0.794097930192947,0.99235564
0.151081319972034,0.805498033761978,-8.92837572097778,0.797637552022934,0.972092
0.171510570479808,0.805498033761978,-8.89525556564331,0.802003651857376,0.8925021
0.213577424414601,0.831851661205292,-8.88847732543945,0.803813725709915,0.87638885
0.216143115818039,0.852482318878174,-8.84997224807739,0.804760038852692,0.9554904
0.216143115818039,0.838505923748016,-8.764404296875,0.804760038852692,1.0475314
0.203233778476715,0.819704055786133,-8.76083755493164,0.804605752229691,1.1512911
0.149961456656456,0.764275044202805,-8.7442045211792,0.804605752229691,1.2069552
0.149961456656456,0.765904188156128,-8.72428798675537,0.80446183681488,1.2069552
0.149961456656456,0.718037724494934,-8.53752422332764,0.80446183681488,1.2089083
0.178560543323939,0.798379987478256,-8.33084392547607,0.804328352212906,1.3231661
0.205392122268677,0.834969758987427,-8.33084392547607,0.804328352212906,1.3983614
0.226684187344804,0.797576427459717,-8.27018404006958,0.803110808134079,1.5829318
0.161410186390375,0.780726730823517,-8.15825176239014,0.752460032701492,1.1534884
0.17253178358078,0.763554871082306,-8.15825176239014,0.759558469057083,1.1676486
0.160428651069739,0.733311593532562,-8.26067161560059,0.762810438871384,1.2059786
0.147978529334068,0.735514760017395,-8.26067161560059,0.767475515604019,1.2440646
0.155688657105828,0.78410530090332,-8.36309146881104,0.771802961826324,1.1566622
0.17197829768065,0.8076151907444,-8.32337236404419,0.77646592259407,1.1156466
0.194168338564909,0.824217289686203,-8.32337236404419,0.778789907693863,1.0580294
0.177059944247606,0.817685425281525,-8.42880773544312,0.785373151302338,1.0580294
0.152574825596847,0.740599036216736,-8.57896852493286,0.788316994905472,1.0580294
0.144898413523098,0.767048984766007,-8.743004322052,0.794097930192947,0.9772189
0.143378227949142,0.805498033761978,-8.90203380584717,0.7975794672966,0.8925021
0.171510570479808,0.805498033761978,-8.89525556564331,0.802003651857376,0.7679904
0.202163649747553,0.771117180585861,-8.84997224807739,0.804709851741791,0.7311252
0.216143115818039,0.838505923748016,-8.78971910476685,0.805574268102646,0.7528537
0.216143115818039,0.838505923748016,-8.78971910476685,0.805574268102646,0.9554904
0.177413930853231,0.764275044202805,-8.75252103805542,0.805696308612824,0.9991916
0.177413930853231,0.764275044202805,-8.75252103805542,0.805696308612824,1.010422
0.149961456656456,0.708846032619476,-8.7442045211792,0.805826902389526,1.010422
0.149961456656456,0.708846032619476,-8.7442045211792,0.805826902389526,1.102463
0.191807973314495,0.789188295602798,-8.48498010635376,0.805966526269913,1.2089083
0.191807973314495,0.789188295602798,-8.48498010635376,0.805966526269913,1.2982638
0.182080481032563,0.718726128339767,-8.62040948867798,0.780730396509171,1.2946017
0.182080481032563,0.718726128339767,-8.62040948867798,0.780730396509171,1.2946017
0.215045869350433,0.743199169635773,-8.76457214355469,0.771463513374329,1.1757052
0.215045869350433,0.743199169635773,-8.76457214355469,0.771463513374329,1.1254122
0.19286018060813,0.743199169635773,-8.79100799560547,0.764157742261887,1.0074923
0.185922695866028,0.710180371999741,-8.86169528961182,0.762464940547943,1.0074923
0.17072419822216,0.789419293403626,-8.10998630523682,0.743398725986481,1.1132052
0.17253178358078,0.780726730823517,-8.18503904342651,0.754260063171387,1.1676486
0.17253178358078,0.780726730823517,-8.18503904342651,0.754260063171387,1.1886446
0.16792275617699,0.765758037567139,-8.39855670928955,0.764511704444885,1.2059786
0.16792275617699,0.765758037567139,-8.39855670928955,0.764511704444885,1.2440646
0.178704725880744,0.800707399845123,-8.3994312286377,0.774126946926117,1.1752169
0.178704725880744,0.800707399845123,-8.3994312286377,0.774126946926117,1.1156466
0.178704725880744,0.800707399845123,-8.3994312286377,0.774126946926117,1.0580294
0.17065510536383,0.747130900621414,-8.5098729133606,0.783736020326614,1.0580294
0.17065510536383,0.747130900621414,-8.5098729133606,0.783736020326614,0.95573455
0.144898413523098,0.779048085212708,-8.743004322052,0.7933369576931,0.8925021
0.144898413523098,0.779048085212708,-8.743004322052,0.7933369576931,0.7601779
0.171510570479808,0.771117180585861,-8.85675048828125,0.801873832941055,0.68522674
0.171510570479808,0.771117180585861,-8.85675048828125,0.801873832941055,0.68522674
0.222669838956752,0.765434741973877,-8.80580568313599,0.806037545204163,0.72550994
0.221169312277976,0.820446252822876,-8.78971910476685,0.806037545204163,0.7528537
0.238393425941467,0.821188449859619,-8.79092264175415,0.806834042072296,0.84269744
0.196424401795251,0.765017241239548,-8.75608777999878,0.806834042072296,0.84269744
0.152258590661125,0.708846032619476,-8.7442045211792,0.807331591844559,0.82170135
0.152258590661125,0.708846032619476,-8.72535085678101,0.807331591844559,0.9186252
0.226684187344804,0.78742790222168,-8.25186252593994,0.803978860378265,1.1864474
0.208027899265289,0.780111908912659,-8.19492197036743,0.797748059034348,1.1903536
0.200908811450606,0.769035965204239,-8.56623077392578,0.779199540615082,1.2946017
